Time,Throughput (Mbps)
16:23:33,12.980175999999998
16:23:34,13.993520000000002
16:23:35,14.743271999999997
16:23:36,13.809872000000002
16:23:37,13.923703999999999
16:23:38,12.695816000000002
16:23:39,12.926704
16:23:40,12.146600000000001
16:23:41,12.975256
16:23:42,13.528256
16:23:43,13.179488
16:23:44,11.660384
16:23:45,12.586872
16:23:46,12.220192
16:23:47,12.712312
16:23:48,13.188448000000001
16:23:49,12.951967999999999
16:23:50,11.461160000000001
16:23:51,12.402815999999998
16:23:52,11.82348
16:23:53,12.471119999999999
16:23:54,13.418735999999999
16:23:55,13.320608
16:23:56,11.878840000000002
16:23:57,13.199831999999999
16:23:58,13.196488
16:23:59,12.796727999999998
16:24:00,11.778064
16:24:01,12.027528
16:24:02,11.649527999999998
16:24:03,12.764152000000001
16:24:04,12.046000000000001
16:24:05,12.005352
16:24:06,11.791456000000002
16:24:07,11.871960000000001
16:24:08,11.3894
16:24:09,12.59288
16:24:10,12.026216
16:24:11,11.977360000000001
16:24:12,11.453832
16:24:13,11.482312000000002
16:24:14,11.578376
16:24:15,12.865056000000001
16:24:16,13.89012
16:24:17,13.889808
16:24:18,14.471048
16:24:19,14.301271999999999
16:24:20,11.603327999999998
16:24:21,12.87368
16:24:22,13.773952
16:24:23,13.872736
16:24:24,13.401632
16:24:25,13.149111999999999
16:24:26,11.613824
16:24:27,12.904584000000002
16:24:28,13.433112
16:24:29,13.561808000000001
16:24:30,13.314383999999999
16:24:31,11.804160000000001
16:24:32,12.655064
16:24:33,12.443879999999998
16:24:34,13.354416
16:24:35,13.761431999999997
16:24:36,13.677527999999999
16:24:37,12.122512
16:24:38,13.704192
16:24:39,13.915776
16:24:40,12.738071999999999
16:24:41,11.950640000000002
16:24:42,12.834743999999997
16:24:43,12.057664
16:24:44,13.036168
16:24:45,12.689104
16:24:46,12.371184
16:24:47,12.053599999999998
16:24:48,12.554464
16:24:49,11.73396
16:24:50,12.848256
16:24:51,12.598056
16:24:52,12.263808000000001
16:24:53,11.710056000000002
16:24:54,12.315344000000001
16:24:55,11.935312000000001
16:24:56,13.12128
16:24:57,12.865927999999998
16:24:58,12.893248000000002
16:24:59,12.958624
16:25:00,12.574183999999999
16:25:01,10.418896
16:25:02,11.551407999999999
16:25:03,12.642304
16:25:04,12.463776
16:25:05,11.746368
16:25:06,11.707616
16:25:07,11.534288
16:25:08,10.38348
16:25:09,12.364744
16:25:10,12.299904
16:25:11,11.72316
16:25:12,11.6654
16:25:13,11.038888
16:25:14,9.743808000000001
16:25:15,12.577168
16:25:16,12.583472
16:25:17,14.319312
16:25:18,14.311736
16:25:19,14.859407999999998
16:25:20,13.095792
16:25:21,13.374103999999996
16:25:22,13.23236
16:25:23,14.012736000000002
16:25:24,14.099352
16:25:25,12.248424
16:25:26,13.405128000000001
16:25:27,13.146504000000002
16:25:28,13.083808
16:25:29,13.656824
16:25:30,13.7944
16:25:31,12.184296
16:25:32,13.360456000000001
16:25:33,12.879232
16:25:34,12.636168
16:25:35,13.593504
16:25:36,14.00616
16:25:37,12.885808
16:25:38,14.086616
16:25:39,14.202632
16:25:40,14.435336
16:25:41,13.327248
16:25:42,11.326312
16:25:43,13.233336
16:25:44,13.889584
16:25:45,13.594287999999999
16:25:46,11.953447999999998
16:25:47,13.014520000000001
16:25:48,12.615920000000001
16:25:49,12.999152
16:25:50,13.547431999999999
16:25:51,13.38588
16:25:52,11.883696
16:25:53,12.952320000000002
16:25:54,12.218104
16:25:55,12.665056
16:25:56,13.771736
16:25:57,13.692919999999999
16:25:58,12.241271999999999
16:25:59,13.608255999999999
16:26:00,13.633592000000002
16:26:01,13.37248
16:26:02,12.262672
16:26:03,12.314215999999998
16:26:04,12.078368000000001
16:26:05,13.335472
16:26:06,12.546736
16:26:07,12.522016
16:26:08,12.288488
16:26:09,10.863439999999999
16:26:10,13.072583999999999
16:26:11,13.073736
16:26:12,12.517904
16:26:13,12.517199999999999
16:26:14,11.766072
16:26:15,11.731968
16:26:16,12.008104
16:26:17,13.341976
16:26:18,14.264528
16:26:19,14.365111999999998
16:26:20,14.876848000000003
16:26:21,13.226064
16:26:22,13.62204
16:26:23,13.35628
16:26:24,14.132927999999998
16:26:25,14.32816
16:26:26,13.836056000000001
16:26:27,12.192512
