Time,Throughput (Mbps)
14:24:13,3.7841359999999997
14:24:14,14.137464
14:24:15,14.445808000000001
14:24:16,13.185960000000001
14:24:17,13.249072
14:24:18,13.124016
14:24:19,11.936152
14:24:20,13.772584
14:24:21,15.258688000000001
14:24:22,11.188664
14:24:23,13.766687999999997
14:24:24,13.106160000000003
14:24:25,12.984904
14:24:26,13.281088
14:24:27,12.964207999999998
14:24:28,11.26732
14:24:29,13.088112
14:24:30,12.775352
14:24:31,12.735032
14:24:32,11.919471999999999
14:24:33,11.864448
14:24:34,11.921464
14:24:35,13.399527999999998
14:24:36,13.242111999999999
14:24:37,13.202879999999999
14:24:38,13.196527999999999
14:24:39,13.196440000000003
14:24:40,10.933544000000001
14:24:41,11.697016
14:24:42,12.551136
14:24:43,12.943592
14:24:44,12.3154
14:24:45,12.047384000000001
14:24:46,10.943815999999998
14:24:47,11.91792
14:24:48,12.914136000000001
14:24:49,12.551927999999998
14:24:50,13.758992000000001
14:24:51,12.011384
14:24:52,11.945599999999999
14:24:53,13.339920000000001
14:24:54,12.325896
14:24:55,13.457256000000001
14:24:56,13.342272
14:24:57,13.186216000000002
14:24:58,13.185656000000002
14:24:59,11.912912
14:25:00,13.504520000000001
14:25:01,13.156232000000003
14:25:02,13.127976
14:25:03,12.307103999999999
14:25:04,11.181864000000001
14:25:05,13.751688
14:25:06,13.132712000000001
14:25:07,13.35244
14:25:08,12.787455999999999
14:25:09,12.733920000000001
14:25:10,11.882192
14:25:11,12.77956
14:25:12,12.677496
14:25:13,12.924423999999998
14:25:14,12.631191999999999
14:25:15,12.843087999999998
14:25:16,10.851776
14:25:17,11.920719999999998
14:25:18,13.480279999999999
14:25:19,12.578519999999997
14:25:20,12.95324
14:25:21,12.644792
14:25:22,12.684184000000002
14:25:23,10.967768
14:25:24,13.355008
14:25:25,13.497752000000002
14:25:26,11.952304
14:25:27,12.474816
14:25:28,13.110080000000002
14:25:29,11.958504000000001
14:25:30,12.8336
14:25:31,12.444824
14:25:32,13.057704000000001
14:25:33,13.131199999999998
14:25:34,13.5664
14:25:35,10.693144
14:25:36,12.351792
14:25:37,12.692303999999998
14:25:38,13.843032000000001
14:25:39,13.01308
14:25:40,13.131096000000003
14:25:41,11.361439999999998
14:25:42,13.135959999999999
14:25:43,12.980256
14:25:44,13.233304
14:25:45,12.46704
14:25:46,13.454568
14:25:47,12.914664
14:25:48,11.6718
14:25:49,13.522295999999999
14:25:50,13.176208
14:25:51,12.155007999999999
14:25:52,12.709351999999999
14:25:53,13.12772
14:25:54,12.119296
14:25:55,12.828855999999998
14:25:56,12.272072
14:25:57,13.158463999999999
14:25:58,13.456943999999998
14:25:59,13.384824000000002
14:26:00,11.607576
14:26:01,13.423831999999999
14:26:02,13.355896000000001
14:26:03,13.210455999999999
14:26:04,12.410552
14:26:05,12.267088
14:26:06,11.339688
14:26:07,11.965256
14:26:08,12.418536000000001
14:26:09,13.579695999999998
14:26:10,13.588216
14:26:11,13.23348
14:26:12,10.493112
14:26:13,12.416695999999998
